"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Caribbean small states","CSS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","5029.2388545293","5181.62983887566","5417.5269031545","5649.66038299273","5830.7509809012","5884.72738929473","6234.07490263859","6124.88436289943","5860.32867802511","5723.43969209578","5730.3488804617","5886.95366289091","6160.59914980616","6409.18941015201","6492.98670273688","6476.07470438794","6462.55159312685","6229.40747175482","6220.59662422138","6164.60040632609","6196.08811854623","6268.26655691542","6366.68677956619","6590.04218090756","6604.25668959489","6635.29479315719","6718.46866284037","6852.01713243076","6979.83516065856","7122.25624260702","7313.21112816786","7554.12545714055","7589.66712810276","7918.70997848043","8157.52135962127","8265.22200993089","8502.53760106736","8916.7262386671","9205.11345377121","9474.26869322583","10051.4780552769","10315.6740548364","10378.461035237","9942.42137759636","10008.4287717011","10051.6261775448","10113.6302807213","10119.3597022062","10099.467508685","10116.5199455208","9944.97826157135","9912.17744757319","10041.2730205695","10050.3276153043","9182.2357895131",
"Cuba","CUB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","2653.73399433138","2830.98292957979","2915.9168997883","2965.63767146874","2949.16624648099","3185.74860481765","3320.79320110797","3575.60373170659","3780.91592080081","3795.98012347633","3590.40444889567","4275.8350489428","4637.75686077632","4868.65177351429","5228.3490558139","5276.97439016526","5237.40685237158","5060.53671915718","5192.09424343284","5174.42988817877","4977.7772252902","4413.6364016394","3879.66495608759","3286.24156422034","3294.79272027203","3360.3172443028","3606.8170310933","3690.19326362277","3679.6675323479","3891.18959398501","4105.8794871872","4222.13713348563","4268.91705587996","4419.17755670693","4665.38656904123","5182.81969599319","5808.34956537117","6235.76589977118","6500.65260135736","6601.02638947254","6759.34279884097","6942.05769695221","7138.36817279144","7317.85399615708","7378.69626373225","7694.01463710941","7726.49504352464","7863.39468388695","8040.98799500021","8026.80343590079","",
"Curacao","CUW","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22296.8807327753","22967.5590409338","23030.557507166","22625.5228872891","22284.9319752278","21870.7800890005","21664.9843154173","21765.9806052362","21964.1258639857","21705.6305680658","21450.3139063236","21277.2345475528","21072.0658105063","20669.0768874752","20160.1638114642","19951.3279030441","19546.1405535019","19144.8111464851","18828.7347488728","18407.4798840722","",
"Cayman Islands","CYM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91341.2932661524","91434.5357287895","88476.1408845878","79899.964314402","75877.1683447801","75165.9874436168","74688.8868482508","74420.1199479745","75246.8259393011","76284.1939286359","77694.6128033728","79133.7992858959","81437.8900656244","83536.2933517156","",
"Cyprus","CYP","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","7359.99811240463","8923.62031539645","10382.451605125","11148.5049768195","12157.9295929098","12718.4879763759","12823.902135349","13436.1808122779","14069.702738931","15104.9170341187","15650.9955265253","16045.6207277803","16993.4794109148","18268.1238749989","19440.8480288613","20440.1016822124","20065.078347886","21374.8935729026","21010.9587379038","21795.1299530225","23193.4050231714","23111.6748031885","23388.1423316642","24514.9231345503","25453.7467449106","26686.7672681302","27444.1704575173","28141.5453784055","28530.9168801287","29566.8206405186","30558.4223752765","31469.4602423868","32377.0733093763","32725.6336182866","31216.7678605042","31023.6383309791","30363.5084896573","28873.621277345","27044.3046420299","26843.415457025","27865.5932241651","29523.8651524712","30758.3123095539","31977.8096482792","32517.2372758989","30438.4675161368",
"Czech Republic","CZE","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11626.6258716528","10300.8991599512","10238.2476845601","10233.9421858953","10527.8756898085","11219.1500652457","11711.3154124611","11663.17381617","11632.6028956161","11805.6718407762","12312.497769842","12734.9220286548","12959.8174813078","13428.099616179","14070.2804589818","14978.4131869153","15948.7452897204","16739.1787158121","17046.8850268926","16160.6205565942","16505.9537034372","16761.8273125123","16606.9925391504","16593.8642307285","16951.3791150445","17829.6983223668","18247.0117295456","19139.2398841383","19685.4944824973","20202.1515915067","18983.6503521607",
"Germany","DEU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","17887.1017617962","18413.6354643854","19113.8095365579","19963.9950721178","20133.8408212975","20033.8895427331","21115.7620721929","21872.0098114746","22549.6444013575","23475.1565240116","23756.55179506","23845.9340472744","23774.3824582817","24211.6014786515","24981.2851891596","25620.0275749772","26194.0532592736","26520.5620508438","27396.5000736635","28244.7450296355","29473.8543851112","30754.5582169486","31108.5574312249","30602.8305020103","31226.31855754","31615.4427892948","31778.0844146943","32300.3045672249","32945.8214126627","33545.9058387781","34476.2080283107","34996.9912366514","34869.032323","34605.7442217138","35019.9941350602","35296.2728627684","36684.6906984533","37827.1421680793","38262.9220964705","36175.8414834475","37745.7307521229","39961.2676537271","40053.2429040592","40118.878378697","40834.7363298605","41086.7296737253","41665.2727670117","42622.4099326851","42956.0112931521","43311.6289811807","41259.1822503459",
"Djibouti","DJI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2386.26161495004","2510.95941890377","2658.96420673435","2789.70950752223","2893.7750957892","3088.58115894648","3278.54580921911","3246.76516697118",
"Dominica","DMA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","2886.79424861959","3154.98348890045","2552.38512486701","2880.21989248063","3192.29797510316","3337.44869598914","3447.02769181159","3622.71801629514","3706.26526338052","4005.40892319013","4298.88935027187","4675.92162035754","4699.31960045083","4975.03185768077","5045.30757182511","5135.36626867481","5226.21240434372","5211.38350096737","5364.72709739291","5544.6714039358","5693.22663060588","5942.5321032664","5993.89169504187","6149.83858737434","6144.0597592269","5955.85877140847","6310.56897651684","6476.75362050475","6501.40545658185","6791.05748333122","7214.43215735151","7724.68452383782","7632.2899616307","7680.483540092","7659.53138837591","7573.93101876745","7491.33349581167","7816.6194745869","7597.28889409255","7777.08993341961","7232.77329146107","7381.84037258072","7617.84609080741","6328.83916694057",
"Denmark","DNK","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","18107.3759290293","19128.4044219207","20055.6436817272","20025.0367527905","21707.1637228444","22519.8115263793","22952.0113025231","24031.1274153613","25211.6295441511","26704.6332242614","26927.9590369218","27545.0669177612","28464.1397778596","29450.5970790465","28984.7792237673","28480.3554790863","30091.9728338229","30559.4558828137","31142.924578691","32268.5203006998","32073.6413237087","31869.0422345814","33067.5698057741","33949.3314179257","35382.234592759","36783.9410443123","38536.322876642","38585.402852645","38561.4119234317","38786.930952318","39295.2434424919","39739.6098511225","40383.5587756081","40253.5398981286","42257.0983305221","43310.2500901054","44314.7904987137","45570.0798221242","46412.038971456","47622.4390779319","49241.9280041345","49469.6888088275","49541.8555503286","49599.9969640753","50792.00095345","51835.8327062445","53687.4415474978","53935.8702479631","53345.3576182976","50457.2324892863","51173.4661587111","51644.4635097775","51567.0401502519","51831.7979309232","52404.7639713382","53254.8563700916","54556.0689545694","55735.7649011485","56563.4884729669","57553.1312399488","56202.1658527477",
"Dominican Republic","DOM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1375.4136477766","1299.39520450528","1471.34593865937","1516.59164198901","1567.896630673","1329.50270755234","1462.47613865642","1465.94900191392","1426.39376286185","1536.33104774794","1765.25202598793","1903.24077355425","2044.39781949151","2247.08445746427","2320.32643710739","2378.93834762873","2475.88668910353","2535.91161924355","2528.43033502796","2581.39737477592","2723.65305292882","2777.07837449029","2762.8718790082","2829.24022066701","2804.92009943549","2689.12455915302","2727.82161213146","2944.45926472079","2949.43008666782","3020.06476424186","2801.05842895251","2774.25457868493","3028.10603792809","3191.60405153937","3216.10892758671","3340.04393276212","3480.27422924684","3727.8002141058","3915.13612928861","4083.63649527822","4209.4118675025","4249.10008088291","4375.78983242711","4255.76620917535","4304.77008068419","4647.03787497264","5006.55237736346","5308.63239429042","5409.9479486405","5393.47028722925","5771.91841782829","5881.13542061702","5969.35276149503","6187.28301361997","6547.30797742962","6921.52059432776","7300.03328484764","7556.85365014568","7997.7611092431","8314.34481886082","7677.71037196084",
"Algeria","DZA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2170.31133992328","1828.97161234529","1433.09972396667","1877.51176600203","1936.92680676921","2003.19159173791","1854.95264837961","1973.34615450162","2124.21728686687","2238.14129936002","2368.57315704144","2042.66206806408","2532.39117305353","2558.02853623826","2674.96873900553","2732.32263113876","2878.60817536125","2944.31924414747","3123.37459481977","3258.72914771653","3186.43514348444","3182.25783491287","3281.858774517","3352.69758737913","3432.80422222013","3453.81940629234","3366.93675114182","3248.87911379699","3128.33554882054","3179.77130388893","3123.99568294406","3011.49802326158","2994.48942113119","2867.19407598113","2783.15327455486","2834.26339522489","2899.19136283121","2884.11839872859","2986.05377169476","3038.27098836604","3111.17419572113","3162.80950104144","3297.61071960805","3490.22103349798","3592.64302242715","3752.09378087154","3760.15298354463","3828.14604829276","3856.40521357996","3851.21133461267","3918.48393431397","3956.89330540723","4012.35896077214","4042.92107411801","4112.07341587957","4177.88689169574","4224.03458344025","4192.3350332378","4158.32542063704","4111.30619211169","3815.25011336186",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","319.891685863868","277.435239748231","272.025761122493","282.332894814403","305.254224811358","329.842826701621","346.472270631902","332.822159318637","329.895974767899","357.532019115902","394.645424634342","410.087188935841","419.623306389609","443.777704621237","451.420710297014","472.556943609453","477.43607194496","505.898034217753","543.964421454533","573.711871108781","607.602891680188","631.763490183552","661.03302654828","699.984895762263","757.42624474735","804.051109546123","847.323593590957","908.859350289256","980.549389107813","1019.31214027119","1054.88758668041","1122.43186724236","1230.81532976144","1351.80760471699","1480.4230613163","1606.35944381474","1730.70368771926","1835.76823983261","1867.36327611612","1965.78958044831","2095.30477461761","2220.87587155559","2379.05118367646","2570.461915312","2782.51744494038","3036.09898758416","3347.0955517273","3738.0848963726","4031.10037160633","4322.17006420971","4717.79017854291","5089.29803052907","5435.80009264859","5790.53966177615","6149.71642466162","6514.86634548036","6891.54205805352","7300.14428908813","7725.32370920571","8122.69105882678","8182.21195764647",
"Early-demographic dividend","EAR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1058.32065904347","1079.84178202447","1090.60933503107","1115.7803939093","1177.29351828081","1213.24873214127","1232.47801326968","1268.95416504888","1320.44469929987","1373.90516372534","1457.51367599261","1508.75480336076","1574.61644414104","1652.92685504621","1722.39373098698","1716.66156937521","1796.05320718113","1822.81877499638","1797.26725769611","1826.25747100743","1833.1634030295","1856.06363488183","1808.37509455404","1767.97143874917","1760.09589317461","1729.47590537246","1738.3916901574","1743.97791375571","1763.91060152389","1765.17500076984","1818.77881028551","1861.96135041763","1896.0398838622","1922.66115953623","1948.43183202103","1955.46812763195","2028.39500662046","2083.27756573527","2091.35547592094","2095.02853262649","2147.83572145207","2130.77076973872","2131.65387250289","2209.17376648354","2308.53814324969","2404.83167496796","2508.10855407312","2610.97304582784","2661.04366175906","2642.91026910879","2774.1004358362","2870.15690115051","2944.49926589966","3030.97101857297","3116.75031330697","3213.07844431621","3317.40436031651","3423.26923747091","3502.11515302333","3535.79616002795","3322.84422884949",
"East Asia & Pacific","EAS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1112.0448633099","1151.73760165933","1198.41186420791","1261.3716959995","1362.30070649068","1423.83942368184","1507.43428294903","1584.70432661042","1693.40521449156","1840.213228375","1890.62014883713","1938.90867642946","2030.2195515938","2137.09169521932","2111.10082716713","2148.60342805016","2202.36427926953","2286.63633389538","2382.57479525657","2485.56657693605","2542.02152401274","2620.49086327232","2685.85617642072","2758.51820689884","2886.38519348089","3006.28669519263","3105.84294520518","3248.24457951274","3441.68812040294","3561.7672063476","3687.89090291999","3810.04151295103","3918.54846958743","4031.04978619653","4188.73636096935","4373.83764500562","4566.3134211467","4698.46677730483","4668.64130275854","4795.71514460074","5007.52415000733","5126.45587604606","5306.47014140227","5524.77619782915","5804.19589094637","6101.54950637146","6448.49513113155","6882.30547426698","7133.90398984024","7266.7038770707","7766.70227195813","8136.77057431373","8500.469617254","8885.65644740791","9244.17151566291","9615.42320133318","9993.729461137","10427.5504499614","10855.1422851155","11233.1564496688","11129.187936855",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5422.56766138099","5312.7118384902","5002.08323257639","4454.59119494413","4194.09255936639","3756.22875578392","3704.94460734994","3708.57516771859","3790.46477179186","3727.84270561908","3809.32835839724","4112.87512177019","4234.03070346316","4469.98698571011","4764.77835326603","5161.09684246564","5528.03096743021","5971.08578349958","6422.01318907975","6694.08785661239","6286.63891187842","6566.44161803041","6921.88003913922","7149.7398697513","7393.30564428824","7516.49800779443","7546.23299642731","7632.9842937113","7904.86168343155","8120.03051980106","8271.18047608885","8113.06138563026",
"Europe & Central Asia","ECS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","10391.706942491","10693.1031228773","11108.3504551577","11683.8283092592","11848.694437921","11699.8716356709","12162.612666697","12423.9557755613","12738.8281123399","13130.1409566528","13217.5819111986","13193.7393304399","13239.0846951126","13422.6490462494","13697.2974853841","13997.1531086581","14295.6677028488","14645.64623049","15174.2020576166","15619.4937082122","15908.3154756282","15906.1375950089","15759.4833073295","15585.6950459017","15738.3364110002","16048.6612048398","16307.6837400079","16784.4893353442","17209.549441481","17689.7387308859","18419.1204201145","18816.3775006476","19090.0849943453","19385.3036206444","19940.0795494506","20418.4289856077","21150.0804223106","21836.085532266","21964.8722187596","20919.5828737707","21389.8912922396","21835.9708240537","21820.9208429222","21920.7537147685","22228.4199038336","22583.8514430607","22904.8078444569","23443.0300230328","23850.7883601848","24191.643062867","22767.1858984956",
"Ecuador","ECU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2571.35232705193","2627.63932522916","2679.49695774294","2658.65344126724","2774.3802950184","2783.21333541345","2693.91023983422","2736.99396630668","2708.65391501707","2753.41832175663","2858.26700467476","2951.54256024023","3011.91830632305","3335.87420988199","3607.02588828431","3893.45236032899","4068.91233481754","4024.5150202608","4142.7350632319","4186.06299809241","4229.85750874203","4353.66881692132","4270.13804798151","4149.56514634845","4153.10786304482","4210.53124970176","4250.28710482224","4136.93359757059","4275.8965136758","4216.76642552633","4269.78289534966","4350.30626407088","4341.28004834108","4327.86333279342","4412.90207910011","4414.92825797204","4396.22128455549","4491.20094613573","4543.99983237153","4243.87220090874","4209.34497948501","4299.20210136098","4397.42303822286","4440.72979468167","4725.23244279188","4892.69132232345","5023.29105183842","5048.14455495843","5280.7136398421","5224.83833673442","5323.73748216291","5654.92807002849","5885.09986087713","6084.44390676545","6218.23919527307","6124.49088707134","5947.00198998838","5981.13261786687","5952.21808360301","5853.81305991847","5317.67725660882",
"Egypt, Arab Rep.","EGY","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","762.134112687031","779.991330597967","788.719859984463","848.75881821896","921.736201213678","941.986720061247","964.036461209309","946.974108064392","908.370743421126","933.02460643103","962.116550466051","978.526754038064","986.339591406849","998.96213091072","992.699476232221","1057.84565308349","1171.76970019137","1248.54385487903","1325.18865246432","1352.94785464953","1452.59824040272","1521.02525288799","1629.89724924752","1669.34576753663","1784.66399287357","1838.5757076177","1874.67183611187","1894.50785202506","1945.30856387185","1989.27414994555","2051.61225829623","2028.09189865402","2073.94023698687","2090.84043017316","2130.67568024243","2185.30217501739","2248.59423987044","2324.91660962473","2406.04523400723","2501.98186736287","2610.47649772765","2651.8655155154","2664.64201106551","2699.10106547749","2758.56642776924","2830.35013837068","2970.94475447749","3126.27499811106","3290.94074048999","3381.11537652316","3485.2821981757","3472.5982931206","3472.14829808288","3468.46882827143","3489.86412370983","3562.93265798423","3638.89492746167","3712.60365352095","3831.19983495957","3964.98712904952","4028.4209198079",
"Euro area","EMU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","15560.3769397602","16058.9375088512","16731.379267877","17648.1323083978","18111.831767363","17879.4540589094","18694.5057466736","19194.4728859564","19713.9657828046","20393.6790014862","20744.5951684463","20773.5872096579","20864.432366871","21111.8950928186","21577.706765629","22034.9822420375","22531.1219991764","23038.1538658544","23949.8978597197","24825.1583099914","25601.8479174436","26165.5240747599","26413.5836152842","26131.457810855","26696.5025457438","27272.2459877002","27661.396652459","28342.5576662191","29140.5791583609","29926.8671867549","30982.7447505417","31540.722059696","31682.6105798989","31724.8743332216","32273.5742418632","32647.5729947909","33543.743555814","34371.4003324234","34345.2731663795","32684.531367056","33318.5765596354","33970.4724275433","33606.2325432902","33417.7911613833","33772.9803758457","34366.4343191175","34904.7019992391","35743.0278193482","36318.9417819574","36837.3246545876","34423.5045116879",
"Eritrea","ERI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","6212.53734649134","6883.7701275481","7499.62457682644","8147.55411634062","8495.23024593365","8928.96545210173","9478.4035127762","9768.83379570397","10278.0022439917","11083.7033758904","11431.594558744","11819.8031638053","12642.7206773981","13477.6492107009","14080.2441208371","14004.3379965812","14314.9223557595","14570.5377869113","14642.039553102","14519.5547557986","14721.5675843113","14597.9229769073","14691.4094034101","14878.80046523","15081.5832233674","15375.8745431636","15828.7370301982","16663.5070682924","17475.30183663","18290.1428737002","18962.4460513325","19395.7995223225","19480.3875563075","19179.7353629286","19543.5570987733","19994.0276895111","20440.6575630449","21108.832424233","21945.1437061243","22837.8336288066","23928.6716563381","24697.7585499539","25016.3719957174","25300.6213361732","25644.383226195","26135.6515826984","26751.8814133152","27207.873123646","27014.8147831246","25768.9261836715","25692.3696397122","25392.7471196427","24625.2702886027","24351.4621903478","24762.3808669492","25732.0183647454","26489.6586768835","27213.4516690616","27714.6575535931","28091.0123345952","24935.399446986",
"Estonia","EST","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7134.79216167883","7598.7520025834","8688.96072960682","9153.55180377646","9087.84528615497","9956.31766544144","10621.502693183","11412.7872206411","12357.505042579","13277.4490743833","14625.5043498485","16148.7117578728","17452.0783749153","16600.89050745","14199.6831897932","14579.9739986467","15686.4790860502","16250.935413651","16546.7274907345","17089.7703727384","17395.040616214","17938.7292737724","18954.7859107178","19669.7648539037","20399.5693390574","19735.7047480991",
"Ethiopia","ETH","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","303.446810805107","297.860279307384","312.690771009966","294.282578508176","253.267499709653","269.043891707951","296.69152482475","288.672342279367","278.212180154318","276.155770834993","247.54322155017","218.101834454033","238.099111464726","237.299445783679","243.598443016615","265.330882506067","265.468331494404","248.86572981923","254.247599418538","262.025313364975","275.722215579817","271.98690915836","258.628815573249","285.545688793089","310.482649763526","334.727438035574","362.969313430905","391.255572075977","414.120494108205","453.29882929109","489.992672496167","517.51346095389","556.32628782594","596.455128008062","640.541923075422","682.239357745426","727.844054349637","757.35041670679","799.795134257737","826.950339041612",
"European Union","EUU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","13274.249092536","13683.4459343906","14239.2639486606","14997.8321615941","15367.3714515468","15175.0193927151","15831.7704640686","16207.8176136133","16625.8404941888","17193.9543730963","17472.290661414","17489.7892201795","17574.1849239151","17782.0749445015","18183.6077922342","18566.7658869005","18993.8414835331","19415.0702197675","20157.4886486575","20876.2238023978","21510.3424046614","21845.1106728837","22034.2620957107","21836.5223816875","22359.8716864752","22911.9181116205","23304.7231223825","23887.3902426849","24573.4145433836","25256.4064550166","26211.0184529309","26745.174782452","26980.3925361192","27127.6447798168","27725.4134336565","28159.3400157492","29047.8519304545","29863.7140238714","29957.8630276503","28585.8880316792","29187.6156915567","29787.2999861595","29529.4751857452","29448.8475598063","29841.5042167711","30466.3002194586","31012.7084582113","31838.8802316769","32445.5587983095","32997.3486166497","30996.7168403452",
"Fragile and conflict affected situations","FCS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","982.771873988303","1090.52814468707","1216.76662176069","1304.06998641576","1304.2640604394","1330.92204849473","1418.39303296544","1361.37417169356","1416.50886714471","1440.116761753","1384.26244274592","1435.14840948923","1484.5484391913","1375.97171341845","1320.53245921308","1219.12071276664","1188.4254642258","1199.6678023667","1197.68889903431","1215.18269671494","1224.01702060734","1184.73060073697","1282.65554120154","1148.54983124144","1141.31206806853","1121.56962079111","1095.98155424816","1087.10477441343","1120.45748558303","1149.45011741549","1202.0330043558","1224.15165166656","1263.4991143241","1284.40245816813","1312.31368294685","1274.55538551972","1386.48974101385","1442.49192260114","1500.6412478329","1564.20672490025","1622.63925701074","1680.90623789171","1759.92083470603","1721.41824954645","1798.71960543159","1852.68015485347","1881.39283208514","1870.60715282453","1868.86582206846","1867.98180850133","1872.07811108673","1876.52759551139","1747.99979362832",
"Finland","FIN","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","11420.6995620231","12202.7850914926","12481.5026294647","12800.7136098735","13396.5679890542","14060.0181655713","14339.7910118049","14571.6695717418","14840.5177798208","16273.6523568368","17121.7436827791","17503.1861020711","18745.2390581261","19940.8064332558","20478.7012676221","20755.9880627045","20764.778467282","20756.3675592083","21301.1445237629","22759.952290133","23911.9961397622","24123.5386393867","24734.3476112642","25353.6569377008","26035.041512921","26846.7947596539","27497.139519752","28399.4516774266","29794.358819925","31197.2093208591","31267.3749497766","29266.5914357588","28143.7689820062","27822.5112185391","28800.7187932738","29900.8706211488","30895.8727257902","32755.2026464448","34451.1332280259","35876.5746131448","37869.1587968322","38769.1780036498","39335.5680217856","40028.2038752891","41505.4798830145","42513.5190015291","44056.3096712657","46194.059834448","46339.9805763347","42395.0448289162","43546.0561931006","44448.9385173329","43619.7030432553","43027.6896240408","42693.7481177945","42784.6983616432","43861.3239094556","45155.4660319403","45610.579263751","46172.567498465","44773.2011087213",
"Fiji","FJI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2196.91681451909","2197.33209951756","2198.66941884633","2260.06455760975","2295.40347872688","2168.81032069164","2112.1816720608","2337.40973129661","2466.97965103645","2477.58229147657","2734.08664553453","2861.63287565241","3012.25405881748","3293.50447968056","3311.78937237118","3264.6356011782","3291.54134388325","3423.31143785632","3423.67496978785","3766.794711157","3626.3069399314","3762.74735432588","3446.47807783193","3226.86406626259","3422.89095622384","3213.17894607067","3429.09016297698","3188.35075551802","3213.7120960988","3444.77256431292","3624.69522660132","3494.10651575146","3662.07112186885","3688.09715784241","3822.29554994826","3868.23224344112","4007.59484565767","3878.15873171045","3892.18329952401","4202.37459282419","4106.94871087003","4174.100249604","4300.62280442497","4339.25917761564","4559.26188229446","4570.2662446814","4619.71418508759","4534.86337844477","4531.99377927382","4425.82901319681","4523.84683186806","4626.66345132926","4683.20616624735","4901.87652368253","5171.48718305449","5390.71420703085","5498.6136803941","5759.62267311663","5938.40681706622","5869.01410878808","4716.64902320587",
"France","FRA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","11171.9189517846","11574.6555731494","12195.2592739977","12774.7392234532","13445.2048661722","13932.5966434887","14515.0641610145","15095.7456029168","15650.5374380708","16637.6105346742","17519.42717022","18305.1798656607","18978.1333711008","20024.9571840289","20736.3687850471","20408.1717465394","21183.9293317855","21818.1419133098","22593.2059042684","23299.3059681872","23562.2824079051","23698.6987459035","24166.5937568706","24333.3422618748","24564.0494823973","24822.9843604873","25259.8576259788","25759.369466617","26829.2580318873","27843.408105201","28512.1087094134","28651.7591744876","28965.6109339918","28659.0713172147","29225.9504481256","29734.0452190384","30047.6086147551","30641.027776568","31623.8468164425","32537.9949586278","33583.8574420862","34001.7040416735","34138.6339381012","34176.5557264239","34885.8438638049","35199.7343164658","35811.3437917226","36453.4348155073","36342.7039869269","35117.3235150994","35625.4740419487","36230.9692176114","36168.9393600525","36190.6104790852","36363.9915771867","36638.184929157","36941.9362430702","37678.9272975347","38276.4694198731","38896.6854275513","35765.3816394215",
"Faroe Islands","FRO","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52400.2972763835","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2481.86353654148","2453.55556604853","2461.41446332576","2491.90977380342","2524.94731143939","2644.51995276859","2679.78712636328","2827.79260386307","2756.2010766494","2908.2537986018","2795.52910663931","2622.17187246136","2703.57198324004","2751.84449452977","2894.64294030735","2963.87218461137","2984.06622149033","3034.52328571093","2948.72351696569","3022.79570856061","3042.15819225852","3012.94710361971","2965.73815065409","3014.98595723628","3084.75390971931","3166.74385830107","3076.1654054853","2923.35971248742","2815.49752902331","2906.61701228808","2897.41759379444","2941.87332481567","2917.24221928425","2921.88181423192","",
"Gabon","GAB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","3386.61587317285","3849.2814507809","4091.59522430444","4288.13570200547","4420.92903671051","4713.31848197738","4837.2590429676","4936.92111258189","4956.0410360671","5246.45798957907","5588.87630795497","6046.37869238898","6609.73163704992","7151.71379510071","9789.87315304696","11437.9245373744","15187.6451861524","12984.8657624489","9636.75920273595","9454.2077027557","9461.33950273783","9698.27681724654","9161.21766309906","9426.67706162027","9869.40890194643","9382.88765421595","9056.25495255967","7298.94456644442","8010.99619813643","8457.9402003251","8655.53786998417","8937.13362201202","8429.548723845","8530.81682140745","8617.55542394832","8815.22887306372","8905.0252141771","9181.82630063066","9267.86908508131","8235.89938006843","7888.06209100779","7866.61354514162","7662.45530652272","7646.87769446296","7507.13140969884","7504.25995868094","7091.72004198845","7301.22884242197","6845.94458788966","6634.71867702502","6863.53876370988","7086.38778211358","7181.21372045023","7304.77966378694","7350.05129816345","7384.70070393071","7313.13996521451","7145.11756385762","7020.17802103846","7118.08945622525","6856.12213269343",
